datetime,spot,iv,straddle_cost,signal,in_position,entry_reason,exit_reason,pnl,pnl_pct,result,trade_number,cumulative_pnl
2025-04-16 10:30:00,23286.1,14.7780175,157.9,EXIT,False,,PROFIT_TARGET (9.6%),13.849999999999994,9.614717112113844,WIN,163,715.7000000000002
2025-04-17 14:30:00,23858.45,11.4220285,23.549999999999997,EXIT,False,,STOP_LOSS (-15.9%),-4.450000000000003,-15.892857142857153,LOSS,164,711.2500000000001
2025-04-17 14:40:00,23859.7,7.829447500000001,16.65,EXIT,False,,IV_EXPANSION (7.8% vs 6.9%),-2.0,-10.723860589812332,LOSS,165,709.2500000000001
2025-04-17 14:50:00,23854.55,8.835792,14.7,EXIT,False,,IV_EXPANSION (8.8% vs 7.0%),-0.7500000000000018,-4.854368932038846,LOSS,166,708.5000000000001
2025-04-17 15:00:00,23855.8,4.843876,8.45,EXIT,False,,STOP_LOSS (-24.6%),-2.75,-24.55357142857143,LOSS,167,705.7500000000001
2025-04-17 15:10:00,23847.0,2.9489605,2.9000000000000004,EXIT,False,,STOP_LOSS (-53.2%),-3.299999999999999,-53.22580645161289,LOSS,168,702.4500000000002
2025-04-17 15:20:00,23851.65,1.0666565,1.65,EXIT,False,,STOP_LOSS (-17.5%),-0.3500000000000001,-17.500000000000004,LOSS,169,702.1000000000001
2025-04-21 11:30:00,24109.75,15.754314,283.05,EXIT,False,,TIME_LIMIT (10 periods),-10.550000000000011,-3.593324250681203,LOSS,170,691.5500000000002
2025-04-21 12:40:00,24172.6,14.7016995,264.0,EXIT,False,,TIME_LIMIT (10 periods),-12.5,-4.520795660036167,LOSS,171,679.0500000000002
2025-04-21 13:45:00,24132.1,15.222135999999999,268.8,EXIT,False,,TIME_LIMIT (10 periods),11.050000000000011,4.287099903006794,WIN,172,690.1000000000001
2025-04-22 09:15:00,24089.1,15.695102499999999,237.25,EXIT,False,,IV_EXPANSION (15.7% vs 14.4%),-17.0,-6.686332350049164,LOSS,173,673.1000000000001
2025-04-22 10:35:00,24217.4,13.5300005,204.55,EXIT,False,,TIME_LIMIT (10 periods),-5.099999999999966,-2.4326258049129343,LOSS,174,668.0000000000002
2025-04-22 11:30:00,24173.8,13.379865,200.89999999999998,EXIT,False,,TIME_LIMIT (10 periods),-1.150000000000034,-0.5691660480079357,LOSS,175,666.8500000000001
2025-04-22 12:25:00,24192.65,13.1596725,193.89999999999998,EXIT,False,,TIME_LIMIT (10 periods),-6.050000000000011,-3.025756439109783,LOSS,176,660.8000000000002
2025-04-22 13:20:00,24191.05,13.018484,190.05,EXIT,False,,TIME_LIMIT (10 periods),-4.399999999999977,-2.2627924916430846,LOSS,177,656.4000000000002
2025-04-22 14:15:00,24176.25,13.023168,188.45,EXIT,False,,TIME_LIMIT (10 periods),-1.8000000000000114,-0.9461235216820034,LOSS,178,654.6000000000001
2025-04-22 15:10:00,24161.15,13.421463,192.95,EXIT,False,,TIME_LIMIT (10 periods),7.649999999999977,4.128440366972465,WIN,179,662.2500000000001
2025-04-23 09:15:00,24313.5,14.516001,166.15,EXIT,False,,IV_EXPANSION (14.5% vs 13.0%),-19.0,-10.261949770456386,LOSS,180,643.2500000000001
2025-04-23 12:55:00,24248.55,12.4130125,132.2,EXIT,False,,TIME_LIMIT (10 periods),-8.050000000000011,-5.739750445632807,LOSS,181,635.2
2025-04-23 13:50:00,24289.55,12.290381,128.8,EXIT,False,,TIME_LIMIT (10 periods),-4.899999999999977,-3.6649214659685696,LOSS,182,630.3000000000001
2025-04-23 14:45:00,24299.1,12.4935875,128.65,EXIT,False,,TIME_LIMIT (10 periods),-1.0999999999999943,-0.8477842003853521,LOSS,183,629.2
2025-04-24 09:15:00,24272.05,17.295064,91.0,EXIT,False,,STOP_LOSS (-25.6%),-31.349999999999994,-25.623212096444625,LOSS,184,597.85
2025-04-24 11:25:00,24257.5,9.006203,38.0,EXIT,False,,IV_EXPANSION (9.0% vs 6.7%),1.0499999999999972,2.841677943166433,WIN,185,598.9
2025-04-24 11:50:00,24265.8,6.3728275,30.299999999999997,EXIT,False,,STOP_LOSS (-17.8%),-6.549999999999997,-17.77476255088195,LOSS,186,592.35
2025-04-24 12:25:00,24257.25,6.283294,23.6,EXIT,False,,STOP_LOSS (-23.1%),-7.099999999999998,-23.127035830618887,LOSS,187,585.25
2025-04-24 13:10:00,24257.5,5.191599500000001,17.75,EXIT,False,,STOP_LOSS (-22.0%),-5.0,-21.978021978021978,LOSS,188,580.25
2025-04-24 13:25:00,24255.85,4.512227,14.55,EXIT,False,,IV_EXPANSION (4.5% vs 4.0%),-1.75,-10.736196319018404,LOSS,189,578.5
2025-04-24 13:35:00,24243.75,5.8572415,17.1,EXIT,False,,PROFIT_TARGET (15.9%),2.3500000000000014,15.932203389830518,WIN,190,580.85
2025-04-24 14:05:00,24250.05,5.1188705,12.3,EXIT,False,,STOP_LOSS (-15.5%),-2.25,-15.463917525773196,LOSS,191,578.6
2025-04-24 14:30:00,24242.5,3.8749075,10.0,EXIT,False,,STOP_LOSS (-15.3%),-1.8000000000000007,-15.254237288135597,LOSS,192,576.8000000000001
2025-04-24 14:40:00,24243.15,3.7630155,9.2,EXIT,False,,STOP_LOSS (-20.7%),-2.400000000000002,-20.689655172413808,LOSS,193,574.4000000000001
2025-04-24 14:50:00,24223.3,23.041416,42.25,EXIT,False,,PROFIT_TARGET (406.0%),33.9,405.98802395209583,WIN,194,608.3000000000001
2025-04-24 15:15:00,24252.4,3.647143,2.4499999999999997,EXIT,False,,STOP_LOSS (-37.2%),-1.4500000000000002,-37.17948717948719,LOSS,195,606.85
2025-04-24 15:25:00,24245.05,4.297164,3.3499999999999996,EXIT,False,,PROFIT_TARGET (17.5%),0.49999999999999956,17.54385964912279,WIN,196,607.35
2025-04-28 11:55:00,24271.5,15.690168,234.6,EXIT,False,,TIME_LIMIT (10 periods),11.249999999999972,5.036937541974466,WIN,197,618.6
2025-04-28 12:50:00,24335.9,15.046729500000001,222.05,EXIT,False,,TIME_LIMIT (10 periods),-0.5999999999999943,-0.2694812485964493,LOSS,198,618.0
2025-04-28 14:15:00,24327.0,14.980832,218.05,EXIT,False,,TIME_LIMIT (10 periods),-2.4499999999999886,-1.111111111111106,LOSS,199,615.55
2025-04-29 09:15:00,24439.25,14.6103425,167.25,EXIT,False,,STOP_LOSS (-21.5%),-45.69999999999999,-21.46043672223526,LOSS,200,569.8499999999999
2025-04-29 09:40:00,24316.6,16.711699,189.95,EXIT,False,,PROFIT_TARGET (14.1%),23.44999999999999,14.084084084084077,WIN,201,593.3
2025-04-29 10:45:00,24350.7,13.3537635,148.60000000000002,EXIT,False,,TIME_LIMIT (10 periods),-17.049999999999955,-10.292785994566831,LOSS,202,576.25
2025-04-29 11:40:00,24354.4,12.5488675,137.6,EXIT,False,,TIME_LIMIT (10 periods),-11.349999999999994,-7.6200067136623,LOSS,203,564.9
2025-04-29 12:35:00,24341.35,12.2524935,131.75,EXIT,False,,TIME_LIMIT (10 periods),-8.650000000000006,-6.160968660968664,LOSS,204,556.25
2025-04-29 13:30:00,24366.8,11.289417,120.95,EXIT,False,,TIME_LIMIT (10 periods),-10.549999999999997,-8.022813688212924,LOSS,205,545.7
2025-04-29 14:25:00,24346.0,11.4956035,119.35,EXIT,False,,TIME_LIMIT (10 periods),-0.950000000000017,-0.7896924355777364,LOSS,206,544.75
2025-04-29 15:20:00,24333.1,10.9509215,111.85,EXIT,False,,TIME_LIMIT (10 periods),-6.950000000000003,-5.850168350168353,LOSS,207,537.8
2025-04-30 09:15:00,24318.95,14.414839,76.15,EXIT,False,,STOP_LOSS (-29.9%),-32.499999999999986,-29.912563276576154,LOSS,208,505.29999999999995
2025-04-30 10:35:00,24308.2,11.305695,52.15,EXIT,False,,IV_EXPANSION (11.3% vs 10.3%),2.6999999999999957,5.4600606673407395,WIN,209,507.99999999999994
2025-04-30 10:45:00,24327.05,13.231229500000001,62.050000000000004,EXIT,False,,PROFIT_TARGET (30.1%),14.350000000000001,30.083857442348013,WIN,210,522.3499999999999
2025-04-30 12:30:00,24359.85,8.9115485,32.85,EXIT,False,,STOP_LOSS (-19.3%),-7.850000000000001,-19.28746928746929,LOSS,211,514.4999999999999
2025-04-30 12:45:00,24351.05,10.431492500000001,35.5,EXIT,False,,IV_EXPANSION (10.4% vs 9.6%),1.3500000000000014,3.9531478770131816,WIN,212,515.8499999999999
2025-04-30 13:05:00,24336.35,7.5567665,26.45,EXIT,False,,STOP_LOSS (-22.5%),-7.699999999999999,-22.54758418740849,LOSS,213,508.1499999999999
2025-04-30 13:25:00,24332.5,4.9104015,20.0,EXIT,False,,STOP_LOSS (-19.4%),-4.800000000000001,-19.35483870967742,LOSS,214,503.3499999999999
2025-04-30 13:35:00,24346.8,6.2377845,17.75,EXIT,False,,IV_EXPANSION (6.2% vs 4.6%),-0.75,-4.054054054054054,LOSS,215,502.5999999999999
2025-04-30 14:10:00,24340.65,5.099865,14.05,EXIT,False,,STOP_LOSS (-18.6%),-3.1999999999999993,-18.550724637681153,LOSS,216,499.3999999999999
2025-04-30 14:30:00,24326.85,5.4228955,16.65,EXIT,False,,PROFIT_TARGET (18.1%),2.549999999999997,18.0851063829787,WIN,217,501.94999999999993
2025-04-30 14:40:00,24339.45,4.4517285,12.0,EXIT,False,,IV_EXPANSION (4.5% vs 4.0%),-0.5,-4.0,LOSS,218,501.44999999999993
2025-05-02 11:20:00,24373.1,14.8781115,379.20000000000005,EXIT,False,,TIME_LIMIT (10 periods),14.150000000000034,3.8761813450212395,WIN,219,515.5999999999999
2025-05-02 13:20:00,24354.1,14.440075,363.79999999999995,EXIT,False,,TIME_LIMIT (10 periods),-9.600000000000023,-2.570969469737553,LOSS,220,505.9999999999999
2025-05-02 13:35:00,24399.45,14.1922445,357.65,EXIT,False,,TIME_LIMIT (10 periods),-6.650000000000034,-1.8254186110348707,LOSS,221,499.34999999999985
2025-05-02 13:50:00,24397.05,13.7375975,345.79999999999995,EXIT,False,,TIME_LIMIT (10 periods),-11.850000000000023,-3.3132951209282884,LOSS,222,487.49999999999983
2025-05-02 14:05:00,24392.35,13.538654,340.2,EXIT,False,,TIME_LIMIT (10 periods),-5.599999999999966,-1.6194331983805572,LOSS,223,481.89999999999986
2025-05-02 14:15:00,24369.0,13.810046,348.55,EXIT,False,,TIME_LIMIT (10 periods),8.350000000000023,2.4544385655496836,WIN,224,490.2499999999999
2025-05-02 14:50:00,24372.4,13.5301915,341.35,EXIT,False,,TIME_LIMIT (10 periods),-2.0499999999999545,-0.5969714618520544,LOSS,225,488.19999999999993
2025-05-02 15:05:00,24354.95,13.4287665,336.65,EXIT,False,,TIME_LIMIT (10 periods),-4.7000000000000455,-1.3768858942434583,LOSS,226,483.4999999999999
2025-05-02 15:20:00,24333.15,13.1225125,327.15,EXIT,False,,TIME_LIMIT (10 periods),-9.5,-2.82192187732066,LOSS,227,473.9999999999999
2025-05-05 09:15:00,24436.9,14.992514,276.2,EXIT,False,,STOP_LOSS (-15.6%),-50.94999999999999,-15.57389576646798,LOSS,228,423.0499999999999
2025-05-05 11:10:00,24486.2,12.792907499999998,233.25,EXIT,False,,TIME_LIMIT (10 periods),-13.25,-5.37525354969574,LOSS,229,409.7999999999999
2025-05-05 12:05:00,24445.0,12.064979999999998,218.55,EXIT,False,,TIME_LIMIT (10 periods),-21.55000000000001,-8.975426905456064,LOSS,230,388.2499999999999
2025-05-05 13:00:00,24468.8,11.6465365,211.85000000000002,EXIT,False,,TIME_LIMIT (10 periods),-4.949999999999989,-2.283210332103316,LOSS,231,383.2999999999999
2025-05-05 13:55:00,24482.6,11.3129295,202.45,EXIT,False,,TIME_LIMIT (10 periods),-5.550000000000011,-2.668269230769236,LOSS,232,377.7499999999999
2025-05-05 14:50:00,24483.3,11.237399,199.85,EXIT,False,,TIME_LIMIT (10 periods),-1.799999999999983,-0.8926357550210678,LOSS,233,375.94999999999993
2025-05-06 09:15:00,24455.85,12.419243999999999,191.25,EXIT,False,,IV_EXPANSION (12.4% vs 11.0%),-5.099999999999994,-2.5974025974025943,LOSS,234,370.8499999999999
2025-05-06 10:20:00,24369.95,9.982517000000001,153.55,EXIT,False,,TIME_LIMIT (10 periods),-12.049999999999983,-7.276570048309168,LOSS,235,358.79999999999995
2025-05-06 11:15:00,24376.0,9.384286,141.1,EXIT,False,,TIME_LIMIT (10 periods),-4.900000000000006,-3.3561643835616475,LOSS,236,353.9
2025-05-06 11:25:00,24371.75,9.875939500000001,150.7,EXIT,False,,PROFIT_TARGET (6.1%),8.599999999999994,6.052076002814916,WIN,237,362.5
2025-05-06 12:20:00,24394.8,9.1910455,136.8,EXIT,False,,TIME_LIMIT (10 periods),-10.449999999999989,-7.096774193548379,LOSS,238,352.05
2025-05-06 13:15:00,24389.55,9.296706,136.95,EXIT,False,,TIME_LIMIT (10 periods),-0.15000000000000568,-0.10940919037199541,LOSS,239,351.9
2025-05-06 14:15:00,24383.95,9.286572,135.39999999999998,EXIT,False,,TIME_LIMIT (10 periods),-0.5000000000000284,-0.3679175864606537,LOSS,240,351.4
2025-05-08 09:15:00,24398.05,13.737458499999999,71.05,EXIT,False,,STOP_LOSS (-31.1%),-32.05,-31.086323957322985,LOSS,241,319.34999999999997
2025-05-08 10:25:00,24404.45,8.4198745,39.55,EXIT,False,,STOP_LOSS (-20.6%),-10.25,-20.582329317269078,LOSS,242,309.09999999999997
2025-05-08 11:15:00,24406.65,6.868582,30.15,EXIT,False,,STOP_LOSS (-22.9%),-8.950000000000003,-22.890025575447577,LOSS,243,300.15
2025-05-08 11:45:00,24402.75,6.1599615,24.8,EXIT,False,,STOP_LOSS (-17.5%),-5.25,-17.47088186356073,LOSS,244,294.9
2025-05-08 12:25:00,24402.35,5.516780499999999,20.1,EXIT,False,,STOP_LOSS (-15.5%),-3.6999999999999993,-15.546218487394956,LOSS,245,291.2
2025-05-08 13:05:00,24390.2,5.987355,20.5,EXIT,False,,IV_EXPANSION (6.0% vs 5.5%),0.75,3.79746835443038,WIN,246,291.95
2025-05-08 13:15:00,24377.05,4.346165,23.5,EXIT,False,,PROFIT_TARGET (13.5%),2.8000000000000007,13.526570048309184,WIN,247,294.75
2025-05-08 14:45:00,24318.35,24.0182645,44.1,EXIT,False,,PROFIT_TARGET (186.4%),28.700000000000003,186.36363636363637,WIN,248,323.45
2025-05-13 14:35:00,24613.05,21.315354,313.15,EXIT,False,,TIME_LIMIT (10 periods),3.8999999999999773,1.2611156022635335,WIN,249,327.34999999999997
2025-05-13 15:30:00,24593.65,19.585273,284.5,EXIT,False,,TIME_LIMIT (10 periods),-23.600000000000023,-7.659850697825387,LOSS,250,303.74999999999994
2025-05-14 09:20:00,24700.0,22.169171,256.15,EXIT,False,,PROFIT_TARGET (7.6%),18.149999999999977,7.626050420168058,WIN,251,321.8999999999999
2025-05-14 10:20:00,24766.75,18.1731975,207.85000000000002,EXIT,False,,TIME_LIMIT (10 periods),-30.74999999999997,-12.887678122380542,LOSS,252,291.15
2025-05-14 11:15:00,24705.4,18.2564185,204.35000000000002,EXIT,False,,TIME_LIMIT (10 periods),-2.9999999999999716,-1.446829033035916,LOSS,253,288.15
2025-05-14 12:10:00,24677.1,17.588255,193.64999999999998,EXIT,False,,TIME_LIMIT (10 periods),-7.850000000000023,-3.895781637717133,LOSS,254,280.29999999999995
2025-05-14 12:35:00,24621.4,18.9867815,207.7,EXIT,False,,PROFIT_TARGET (6.9%),13.349999999999994,6.869050681759709,WIN,255,293.65
2025-05-14 14:35:00,24586.55,17.620263,184.2,EXIT,False,,TIME_LIMIT (10 periods),-4.5,-2.384737678855326,LOSS,256,289.15
2025-05-15 09:15:00,24622.7,28.5437975,150.2,EXIT,False,,STOP_LOSS (-15.2%),-26.850000000000023,-15.16520756848349,LOSS,257,262.29999999999995
2025-05-15 15:10:00,25056.4,16.840415999999998,19.450000000000003,EXIT,False,,STOP_LOSS (-19.5%),-4.699999999999999,-19.461697722567283,LOSS,258,257.59999999999997
2025-05-15 15:20:00,25058.3,18.681117999999998,15.4,EXIT,False,,IV_EXPANSION (18.7% vs 16.8%),0.05000000000000071,0.32573289902280594,WIN,259,257.65
2025-05-16 10:05:00,25007.05,14.181953499999999,371.25,EXIT,False,,TIME_LIMIT (10 periods),-26.25,-6.60377358490566,LOSS,260,231.39999999999998
2025-05-16 11:00:00,24989.45,14.1055655,366.75,EXIT,False,,TIME_LIMIT (10 periods),-3.9499999999999886,-1.065551659023466,LOSS,261,227.45
2025-05-16 12:00:00,24988.95,13.8566005,359.05,EXIT,False,,TIME_LIMIT (10 periods),-9.25,-2.511539505837632,LOSS,262,218.2
2025-05-16 12:55:00,24988.95,13.544483,349.9,EXIT,False,,TIME_LIMIT (10 periods),-7.300000000000011,-2.0436730123180324,LOSS,263,210.89999999999998
2025-05-16 13:50:00,25016.7,13.242109,343.54999999999995,EXIT,False,,TIME_LIMIT (10 periods),-4.350000000000023,-1.2503592986490437,LOSS,264,206.54999999999995
2025-05-16 14:45:00,25010.35,13.615316,351.25,EXIT,False,,TIME_LIMIT (10 periods),5.7999999999999545,1.678969460124462,WIN,265,212.3499999999999
2025-05-20 12:45:00,24832.05,17.468840999999998,263.29999999999995,EXIT,False,,TIME_LIMIT (10 periods),7.0499999999999545,2.7512195121951044,WIN,266,219.39999999999986
2025-05-20 14:10:00,24738.35,15.632812999999999,231.4,EXIT,False,,TIME_LIMIT (10 periods),-13.400000000000006,-5.473856209150329,LOSS,267,205.99999999999986
2025-05-20 15:05:00,24686.2,16.120874,235.9,EXIT,False,,TIME_LIMIT (10 periods),2.5999999999999943,1.114444920702955,WIN,268,208.59999999999985
2025-05-21 09:15:00,24723.15,19.3250535,225.05,EXIT,False,,IV_EXPANSION (19.3% vs 16.0%),-9.349999999999994,-3.9889078498293493,LOSS,269,199.24999999999986
2025-05-22 10:35:00,24603.5,15.966415999999999,73.85,EXIT,False,,STOP_LOSS (-18.4%),-16.700000000000003,-18.442849254555497,LOSS,270,182.54999999999984
2025-05-22 11:05:00,24600.05,13.7960025,60.349999999999994,EXIT,False,,STOP_LOSS (-17.0%),-12.400000000000006,-17.04467353951891,LOSS,271,170.14999999999984
2025-05-22 11:20:00,24586.05,16.423228,70.5,EXIT,False,,PROFIT_TARGET (16.7%),10.100000000000001,16.721854304635762,WIN,272,180.24999999999983
2025-05-22 11:30:00,24590.35,18.671091,77.95,EXIT,False,,PROFIT_TARGET (13.6%),9.350000000000009,13.629737609329458,WIN,273,189.59999999999985
2025-05-22 11:40:00,24560.65,20.8755485,85.35,EXIT,False,,PROFIT_TARGET (11.1%),8.549999999999983,11.132812499999977,WIN,274,198.14999999999984
2025-05-22 11:50:00,24595.0,20.934486,83.35,EXIT,False,,PROFIT_TARGET (14.7%),10.699999999999989,14.728148657949053,WIN,275,208.84999999999982
2025-05-22 12:15:00,24557.3,20.6876805,77.55000000000001,EXIT,False,,PROFIT_TARGET (19.4%),12.600000000000009,19.39953810623558,WIN,276,221.44999999999982
2025-05-22 12:40:00,24558.7,17.939799999999998,62.95,EXIT,False,,PROFIT_TARGET (7.2%),4.25,7.240204429301533,WIN,277,225.69999999999982
2025-05-22 13:45:00,24528.35,18.08119,52.199999999999996,EXIT,False,,PROFIT_TARGET (12.4%),5.749999999999993,12.378902045209887,WIN,278,231.44999999999982
2025-05-22 13:55:00,24525.35,20.505012999999998,56.599999999999994,EXIT,False,,PROFIT_TARGET (45.1%),17.599999999999994,45.12820512820511,WIN,279,249.0499999999998
2025-05-22 14:10:00,24529.8,21.6930955,53.85,EXIT,False,,PROFIT_TARGET (69.3%),22.05,69.33962264150944,WIN,280,271.0999999999998
2025-05-22 15:05:00,24618.95,6.588052,17.75,EXIT,False,,PROFIT_TARGET (8.2%),1.3500000000000014,8.23170731707318,WIN,281,272.4499999999998
2025-05-22 15:15:00,24614.8,4.593112,9.15,EXIT,False,,PROFIT_TARGET (21.2%),1.5999999999999996,21.192052980132445,WIN,282,274.04999999999984
2025-05-23 09:15:00,24626.4,14.9902935,385.79999999999995,EXIT,False,,PROFIT_TARGET (3758.0%),375.79999999999995,3758.0,WIN,283,649.8499999999998
2025-05-23 10:00:00,24809.55,16.070275,417.1,EXIT,False,,PROFIT_TARGET (7.5%),28.950000000000045,7.4584567821718535,WIN,284,678.7999999999998
2025-05-27 13:20:00,24813.1,26.4536355,396.45,EXIT,False,,TIME_LIMIT (10 periods),-8.949999999999989,-2.207696102614699,LOSS,285,669.8499999999999
2025-05-27 13:35:00,24826.3,26.558343,397.0,EXIT,False,,TIME_LIMIT (10 periods),0.5500000000000114,0.13873123975280902,WIN,286,670.3999999999999
2025-05-27 13:50:00,24810.7,26.8439785,400.15,EXIT,False,,TIME_LIMIT (10 periods),3.1499999999999773,0.793450881612085,WIN,287,673.5499999999998
2025-05-27 14:40:00,24780.65,26.432166000000002,390.0,EXIT,False,,TIME_LIMIT (10 periods),-1.25,-0.3194888178913738,LOSS,288,672.2999999999998
2025-05-27 14:55:00,24817.7,25.2019245,372.0,EXIT,False,,TIME_LIMIT (10 periods),-18.0,-4.615384615384616,LOSS,289,654.2999999999998
2025-05-27 15:10:00,24831.8,25.138223500000002,369.75,EXIT,False,,TIME_LIMIT (10 periods),-2.25,-0.6048387096774194,LOSS,290,652.0499999999998
2025-05-27 15:20:00,24822.25,24.962649,367.2,EXIT,False,,TIME_LIMIT (10 periods),-2.5500000000000114,-0.6896551724137963,LOSS,291,649.4999999999998
2025-05-28 09:15:00,24815.75,34.242165,398.25,EXIT,False,,PROFIT_TARGET (9.0%),33.0,9.034907597535934,WIN,292,682.4999999999998
2025-05-28 12:05:00,24756.9,22.841206,252.29999999999998,EXIT,False,,TIME_LIMIT (10 periods),-22.700000000000017,-8.254545454545461,LOSS,293,659.7999999999997
2025-05-28 12:25:00,24776.45,24.78191,272.45,EXIT,False,,PROFIT_TARGET (6.9%),17.5,6.864090998234948,WIN,294,677.2999999999997
2025-05-28 13:20:00,24778.75,23.5356895,254.29999999999998,EXIT,False,,TIME_LIMIT (10 periods),-15.650000000000006,-5.797369883311727,LOSS,295,661.6499999999997
2025-05-28 14:15:00,24793.3,21.4961955,228.0,EXIT,False,,TIME_LIMIT (10 periods),-24.350000000000023,-9.649296611848632,LOSS,296,637.2999999999997
2025-05-28 15:10:00,24748.5,21.662126999999998,225.15,EXIT,False,,TIME_LIMIT (10 periods),0.6500000000000057,0.2895322939866395,WIN,297,637.9499999999997
2025-05-29 09:15:00,24847.95,23.2184835,122.3,EXIT,False,,STOP_LOSS (-44.0%),-96.2,-44.027459954233414,LOSS,298,541.7499999999997
2025-05-29 10:00:00,24819.6,22.280801500000003,111.15,EXIT,False,,PROFIT_TARGET (9.7%),9.800000000000011,9.669462259496806,WIN,299,551.5499999999997
2025-05-29 10:25:00,24771.15,22.972667,110.1,EXIT,False,,PROFIT_TARGET (9.1%),9.150000000000006,9.063893016344732,WIN,300,560.6999999999997
2025-05-29 11:40:00,24732.6,23.845436499999998,98.5,EXIT,False,,PROFIT_TARGET (12.4%),10.900000000000006,12.442922374429232,WIN,301,571.5999999999997
2025-05-29 12:55:00,24768.6,24.6733015,84.05000000000001,EXIT,False,,PROFIT_TARGET (27.5%),18.150000000000006,27.54172989377846,WIN,302,589.7499999999997
2025-05-29 13:25:00,24758.2,16.328173,49.45,EXIT,False,,STOP_LOSS (-20.8%),-12.950000000000003,-20.75320512820513,LOSS,303,576.7999999999996
2025-05-29 13:45:00,24744.9,21.0735595,57.8,EXIT,False,,PROFIT_TARGET (22.5%),10.599999999999994,22.457627118644055,WIN,304,587.3999999999996
2025-05-29 14:30:00,24751.1,17.579234,35.849999999999994,EXIT,False,,STOP_LOSS (-25.9%),-12.500000000000007,-25.85315408479836,LOSS,305,574.8999999999996
2025-05-29 14:45:00,24744.35,16.9576585,29.900000000000002,EXIT,False,,STOP_LOSS (-21.6%),-8.249999999999996,-21.62516382699868,LOSS,306,566.6499999999996
2025-05-29 14:55:00,24757.35,14.0530355,22.15,EXIT,False,,STOP_LOSS (-19.7%),-5.450000000000003,-19.746376811594214,LOSS,307,561.1999999999996
2025-05-29 15:05:00,24821.1,8.464611,23.7,EXIT,False,,PROFIT_TARGET (31.3%),5.649999999999999,31.301939058171733,WIN,308,566.8499999999996
2025-05-30 09:25:00,24848.0,16.343210499999998,424.9,EXIT,False,,PROFIT_TARGET (6.3%),25.100000000000023,6.278139069534775,WIN,309,591.9499999999996
2025-05-30 10:20:00,24751.15,16.868827,435.6,EXIT,False,,TIME_LIMIT (10 periods),18.25,4.372828561159698,WIN,310,610.1999999999996
2025-05-30 12:20:00,24751.2,16.097396500000002,413.0,EXIT,False,,TIME_LIMIT (10 periods),-2.1000000000000227,-0.5059021922428385,LOSS,311,608.0999999999996
2025-05-30 15:20:00,24741.75,16.138139,409.15,EXIT,False,,TIME_LIMIT (10 periods),3.849999999999966,0.9499136442141539,WIN,312,611.9499999999996
2025-06-03 13:50:00,24552.2,19.1408995,282.35,EXIT,False,,STOP_LOSS (-17.2%),-58.69999999999999,-17.21155255827591,LOSS,313,553.2499999999995
2025-06-03 14:45:00,24572.05,18.2414615,267.95,EXIT,False,,TIME_LIMIT (10 periods),-11.350000000000023,-4.063730755460087,LOSS,314,541.8999999999995
2025-06-04 09:15:00,24572.45,19.654858,227.4,EXIT,False,,STOP_LOSS (-17.0%),-46.650000000000006,-17.022441160372196,LOSS,315,495.24999999999955
2025-06-04 09:50:00,24554.4,16.0969095,183.55,EXIT,False,,STOP_LOSS (-15.9%),-34.75,-15.91846083371507,LOSS,316,460.49999999999955
2025-06-04 10:45:00,24589.7,15.9514225,179.10000000000002,EXIT,False,,TIME_LIMIT (10 periods),-7.349999999999966,-3.9420756234915344,LOSS,317,453.1499999999996
2025-06-04 11:40:00,24592.7,15.207495,168.0,EXIT,False,,TIME_LIMIT (10 periods),-11.800000000000011,-6.562847608453843,LOSS,318,441.34999999999957
2025-06-04 12:35:00,24592.9,14.613285000000001,158.75,EXIT,False,,TIME_LIMIT (10 periods),-8.050000000000011,-4.826139088729024,LOSS,319,433.29999999999956
2025-06-04 13:30:00,24607.15,14.1872265,151.95,EXIT,False,,TIME_LIMIT (10 periods),-6.949999999999989,-4.373820012586526,LOSS,320,426.34999999999957
2025-06-04 13:55:00,24621.35,14.878733,159.3,EXIT,False,,PROFIT_TARGET (6.6%),9.900000000000006,6.626506024096389,WIN,321,436.24999999999955
2025-06-05 10:40:00,24718.35,15.7753115,74.3,EXIT,False,,PROFIT_TARGET (6.9%),4.799999999999997,6.90647482014388,WIN,322,441.04999999999956
2025-06-05 15:00:00,24740.5,10.110512499999999,16.0,EXIT,False,,STOP_LOSS (-29.0%),-6.550000000000001,-29.046563192904657,LOSS,323,434.49999999999955
2025-06-05 15:10:00,24752.55,6.9663075,8.299999999999999,EXIT,False,,STOP_LOSS (-15.7%),-1.5500000000000007,-15.736040609137063,LOSS,324,432.94999999999953
2025-06-05 15:20:00,24770.05,8.6669915,2.05,EXIT,False,,STOP_LOSS (-48.8%),-1.9500000000000002,-48.75000000000001,LOSS,325,430.99999999999955
2025-06-06 09:15:00,24750.35,13.6538585,354.4,EXIT,False,,PROFIT_TARGET (37205.3%),353.45,37205.26315789473,WIN,326,784.4499999999996
2025-06-06 10:10:00,24750.6,13.2179365,342.15,EXIT,False,,TIME_LIMIT (10 periods),-10.649999999999977,-3.0187074829931912,LOSS,327,773.7999999999996
2025-06-06 10:40:00,24912.5,14.481449,377.25,EXIT,False,,PROFIT_TARGET (9.7%),33.39999999999998,9.71353787988948,WIN,328,807.1999999999996
2025-06-06 14:15:00,25003.6,13.5696975,350.05,EXIT,False,,TIME_LIMIT (10 periods),1.650000000000034,0.47359357060850577,WIN,329,808.8499999999997
