total_trades,wins,losses,win_rate,total_pnl,avg_pnl,avg_win,avg_loss,profit_factor,sharpe_ratio,max_drawdown,avg_hold_days,total_costs
7,2,5,28.6,276.06,39.44,238.3,-40.11,2.38,0.21,-152.85,0.0,331.14
