total_trades,winning_trades,losing_trades,win_rate,total_pnl,avg_pnl,avg_profit,avg_loss,sharpe_ratio,max_drawdown,profit_factor
1009,328,681,32.507433102081265,3279.4999999999995,3.2502477700693753,27.717835365853656,-8.534434654919236,1.1551479845198085,-739.0500000000001,1.564268446906804
