total_trades,wins,losses,win_rate,total_pnl,avg_pnl,avg_win,avg_loss,profit_factor,sharpe_ratio,max_drawdown,avg_hold_days,total_costs
0,0,0,0,0,0,0,0,0,0,0,0,0
