total_trades,wins,losses,win_rate,total_pnl,avg_pnl,avg_win,avg_loss,profit_factor,sharpe_ratio,max_drawdown,avg_hold_days,total_costs
121,6,115,5.0,-11828.77,-97.76,381.02,-122.74,0.16,-0.71,-11764.06,2.5,5773.42
