total_trades,wins,losses,win_rate,total_net_pnl,total_raw_pnl,total_costs,avg_net_pnl,avg_win,avg_loss,profit_factor,sharpe_ratio,avg_hold,trades_per_day
71,0,71,0.0,-3696.43,-315.25,3381.18,-52.06,0,-52.06,0.0,-4.35,77.4,0.3
