entry_time,exit_time,entry_cost,exit_cost,raw_pnl,transaction_costs,net_pnl,net_pnl_pct,result,exit_reason,hold_minutes,cost_breakdown
2025-04-22 10:40:00,2025-04-22 10:45:00,202.05,203.55,1.5,47.516743000000005,-46.016743000000005,-22.77492848304875,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.101775), 'exchange': np.float64(0.214968)}"
2025-04-22 10:50:00,2025-04-22 10:55:00,205.55,202.35,-3.200000000000017,47.517362000000006,-50.71736200000002,-24.67397810751643,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.101175), 'exchange': np.float64(0.216187)}"
2025-04-22 11:00:00,2025-04-22 11:05:00,201.4,203.7,2.299999999999983,47.516553,-45.21655300000002,-22.451118669314805,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.10185), 'exchange': np.float64(0.21470299999999998)}"
2025-04-22 11:10:00,2025-04-22 11:15:00,204.35,206.05,1.700000000000017,47.520537000000004,-45.82053699999999,-22.42257744066552,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.103025), 'exchange': np.float64(0.21751199999999998)}"
2025-04-22 11:20:00,2025-04-22 11:25:00,203.95,201.55,-2.3999999999999773,47.51569,-49.91568999999998,-24.47447413581759,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.100775), 'exchange': np.float64(0.214915)}"
2025-04-22 11:30:00,2025-04-22 11:35:00,200.9,199.95,-0.950000000000017,47.512425500000006,-48.46242550000002,-24.122660776505736,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.099975), 'exchange': np.float64(0.2124505)}"
2025-04-22 11:40:00,2025-04-22 11:45:00,200.6,199.9,-0.6999999999999886,47.512215000000005,-48.21221499999999,-24.03400548354935,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09995000000000001), 'exchange': np.float64(0.21226499999999998)}"
2025-04-22 11:50:00,2025-04-22 11:55:00,197.55,196.2,-1.3500000000000227,47.5067875,-48.856787500000024,-24.731352822070374,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09809999999999999), 'exchange': np.float64(0.2086875)}"
2025-04-22 12:00:00,2025-04-22 12:05:00,197.25,195.3,-1.9499999999999886,47.5057015,-49.45570149999999,-25.0725989860583,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09765000000000001), 'exchange': np.float64(0.2080515)}"
2025-04-22 12:10:00,2025-04-22 12:15:00,195.4,195.4,0.0,47.504824,-47.504824,-24.311578300921184,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09770000000000001), 'exchange': np.float64(0.207124)}"
2025-04-22 12:20:00,2025-04-22 12:25:00,192.2,193.9,1.700000000000017,47.501583000000004,-45.80158299999999,-23.830168054110295,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09695000000000001), 'exchange': np.float64(0.20463299999999998)}"
2025-04-22 12:30:00,2025-04-22 12:35:00,194.45,197.0,2.5500000000000114,47.50596850000001,-44.9559685,-23.119551812805348,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.0985), 'exchange': np.float64(0.2074685)}"
2025-04-22 12:40:00,2025-04-22 12:45:00,196.7,197.7,1.0,47.507882,-46.507882,-23.644068124046775,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09885), 'exchange': np.float64(0.209032)}"
2025-04-22 12:50:00,2025-04-22 12:55:00,195.65,195.25,-0.4000000000000057,47.504802,-47.904802000000004,-24.48494863276259,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.097625), 'exchange': np.float64(0.207177)}"
2025-04-22 13:00:00,2025-04-22 13:05:00,193.55,195.6,2.049999999999983,47.5040495,-45.45404950000002,-23.484396538362187,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.0978), 'exchange': np.float64(0.2062495)}"
2025-04-22 13:10:00,2025-04-22 13:15:00,192.0,190.15,-1.8499999999999943,47.497614500000005,-49.3476145,-25.701882552083333,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.095075), 'exchange': np.float64(0.20253949999999998)}"
2025-04-22 13:20:00,2025-04-22 13:25:00,190.05,190.25,0.19999999999998863,47.496684,-47.29668400000001,-24.886442515127605,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.095125), 'exchange': np.float64(0.201559)}"
2025-04-22 13:30:00,2025-04-22 13:35:00,192.6,190.55,-2.049999999999983,47.4983445,-49.548344499999985,-25.726035565939764,LOSS,STOP_LOSS,5,"{'brokerage': 40, 'gst': 7.199999999999999, 'stt': np.float64(0.09527500000000001), 'exchange': np.float64(0.2030695)}"
