total_trades,wins,losses,win_rate,total_net_pnl,total_raw_pnl,total_costs,avg_net_pnl,avg_win,avg_loss,profit_factor,sharpe_ratio,avg_hold_days,avg_ml_prob
92,5,87,5.4,-7528.7,-2928.7,4600,-81.83,334.53,-105.76,0.18,-0.64,1.6,0.807
